dates,url,title,title_score,first_para,firstP_score,content_scores
2019-03-13,https://finance.yahoo.com/news/options-market-predicting-spike-b2gold-125612626.html,Is the Options Market Predicting a Spike in B2Gold (BTG) Stock?,0.0,"Investors in B2Gold Corp. BTG need to pay close attention to the stock based on moves in the options market lately. That is because the Mar 15, 2019 $2.50 Call had some of the highest implied volatility of all equity options today. What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for B2Gold shares, but what is the fundamental picture for the company? Currently, B2Gold is a Zacks Rank #3 (Hold) in the Mining - Gold industry that ranks in the Top 19% of our Zacks Industry Rank. Over the last 60 days, no analysts have increased their earnings estimates for the current quarter, while two have revised their estimates downward. The net effect has taken our Zacks Consensus Estimate for the current quarter from 3 cents per share to 2 cents in that period.Given the way analysts feel about B2Gold right now, this huge implied volatility could mean there’s a trade developing. Often times, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options? Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for the NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.1346,0.18969473684210528
2019-03-19,https://finance.yahoo.com/news/options-traders-expect-huge-moves-144002901.html,Options Traders Expect Huge Moves in CECO Environmental (CECE) Stock,0.3182,"Investors in CECO Environmental Corp. CECE need to pay close attention to the stock based on moves in the options market lately. That is because the May 17, 2019 $2.50 Put had some of the highest implied volatility of all equity options today.What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for CECO Environmental shares, but what is the fundamental picture for the company? Currently, CECO Environmental is a Zacks Rank #2 (Buy) in the Pollution Control that ranks in the Top 13% of our Zacks Industry Rank. Over the last 30 days, no analysts have increased their earnings estimates for the current quarter, while one analyst has revised the estimates downward. The net effect has taken our Zacks Consensus Estimate for the current quarter from 5 cents per share to 8 cents in that period.Given the way analysts feel about CECO Environmental right now, this huge implied volatility could mean there’s a trade developing. Often times, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options?Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.14986153846153846,0.2414
2019-03-20,https://finance.yahoo.com/news/options-traders-expect-huge-moves-125012622.html,Options Traders Expect Huge Moves in Cronos (CRON) Stock,0.3182,"Investors in Cronos Group Inc. CRON need to pay close attention to the stock based on moves in the options market lately. That is because the Mar 22, 2019 $19.00 Put had some of the highest implied volatility of all equity options today.What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for Cronos shares, but what is the fundamental picture for the company? Currently, Cronos is a Zacks Rank #3 (Hold) in the Financial - Investment Management that ranks in the Bottom 44% of our Zacks Industry Rank. Over the last 30 days, our Zacks Consensus Estimate for the current quarter widened from a loss of 1 cents per share to a loss of 2 cents.Given the way analysts feel about Cronos right now, this huge implied volatility could mean there’s a trade developing. Often times, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options?Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.10336666666666666,0.2103066666666667
2019-03-14,https://finance.yahoo.com/news/implied-volatility-surging-camping-world-124712691.html,Implied Volatility Surging for Camping World (CWH) Stock Options,0.0,"Investors in Camping World Holdings, Inc. CWH need to pay close attention to the stock based on moves in the options market lately. That is because the Mar 15, 2019 $12 Call had some of the highest implied volatility of all equity options today.What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell-off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for Camping World shares, but what is the fundamental picture for the company? Currently, Camping World is a Zacks Rank #5 (Strong Sell) in the Leisure and Recreation Services industry that ranks in the Top 30% of our Zacks Industry Rank. Over the last 60 days, no analysts have increased their earnings estimates for the current quarter, while one analyst has revised the estimate downward.  The net effect has taken our Zacks Consensus Estimate for the current quarter from 30 cents per share to 22 cents in that period.Given the way analysts feel about Camping World right now, this huge implied volatility could mean there’s a trade developing. Oftentimes, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options?Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for the NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.14986153846153846,0.22083750000000002
2019-03-25,https://finance.yahoo.com/news/options-traders-know-something-roku-125912361.html,Do Options Traders Know Something About Roku (ROKU) Stock We Don't?,0.0,"Investors in Roku, Inc. ROKU need to pay close attention to the stock based on moves in the options market lately. That is because the Mar 29, 2019 $60.00 Put had some of the highest implied volatility of all equity options today. What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy. What do the Analysts Think?Clearly, options traders are pricing in a big move for Roku shares, but what is the fundamental picture for the company? Currently, Roku is a Zacks Rank #3 (Hold) in the Broadcast Radio and Television that ranks in the Top 32% of our Zacks Industry Rank. Over the last 30 days, no analysts have increased their earnings estimates for the current quarter, while one analyst has revised the estimates downward. The net effect has taken our Zacks Consensus Estimate for the current quarter a loss of 25 cents per share to a loss of 24 cents in that period.Given the way analysts feel about Roku right now, this huge implied volatility could mean there’s a trade developing. Often times, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected. Looking to Trade Options?Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.09298125000000002,0.15364500000000003
2019-03-25,https://finance.yahoo.com/news/options-market-predicting-spike-square-123712792.html,Is the Options Market Predicting a Spike in Square (SQ) Stock?,0.0,"Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for the NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details: ",0.2528666666666667,0.17558695652173914
2019-03-25,https://finance.yahoo.com/news/implied-volatility-surging-amarin-amrn-123512982.html,Implied Volatility Surging for Amarin (AMRN) Stock Options,0.0,"Investors in Amarin Corporation plc AMRN need to pay close attention to the stock based on moves in the options market lately. That is because the Mar 29, 2019 $22.00 Call had some of the highest implied volatility of all equity options today.What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell-off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for Amarin shares, but what is the fundamental picture for the company? Currently, Amarin is a Zacks Rank #3 (Hold) in the Medical – Biomedical and Genetics industry that ranks in the Top 32% of our Zacks Industry Rank. Over the last 30 days, one analyst has increased the earnings estimates for the current quarter, while none have dropped their estimates. The net effect has taken our Zacks Consensus Estimate for the current quarter from a loss of 5 cents per share to a loss of 4 cents in that period.Given the way analysts feel about Amarin right now, this huge implied volatility could mean there’s a trade developing. Oftentimes, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options?Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for the NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.13199230769230771,0.20631875
2019-04-05,https://finance.yahoo.com/news/options-market-predicting-spike-zynerba-125012848.html,Is the Options Market Predicting a Spike in Zynerba Pharmaceuticals (ZYNE) Stock?,0.0,"Investors in Zynerba Pharmaceuticals, Inc. ZYNE need to pay close attention to the stock based on moves in the options market lately. That is because the Apr 18, 2019 $7.50 Put had some of the highest implied volatility of all equity options today.What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for Zynerba Pharmaceuticals shares, but what is the fundamental picture for the company? Currently, Zynerba Pharmaceuticals is a Zacks Rank #2 (Buy) in the Medical – Genetic Drugs industry that ranks in the Top 42% of our Zacks Industry Rank. Over the last 60 days, one analyst has increased the earnings estimates for the current quarter, while none have revised their estimates downward. The net effect has taken our Zacks Consensus Estimate for the current quarter from a loss of 77 cents per share to a loss of 46 cents in that period.Given the way analysts feel about Zynerba Pharmaceuticals right now, this huge implied volatility could mean there’s a trade developing. Often times, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options?Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for the NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.13199230769230771,0.19418235294117647
2019-04-04,https://finance.yahoo.com/news/options-traders-betting-big-move-125012071.html,Are Options Traders Betting on a Big Move in Sorrento Therapeutics (SRNE) Stock?,0.0,"Investors in Sorrento Therapeutics, Inc. SRNE need to pay close attention to the stock based on moves in the options market lately. That is because the Apr 18, 2019 $5.00 Call had some of the highest implied volatility of all equity options today. What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for Sorrento Therapeutics shares, but what is the fundamental picture for the company? Currently, Sorrento Therapeutics is a Zacks Rank #3 (Hold) in the Medical – Biomedical and Genetics industry that ranks in the Top 34% of our Zacks Industry Rank. Over the last 60 days, no analysts have increased their earnings estimates for the current quarter, while three have revised their estimates downward. The net effect has taken our Zacks Consensus Estimate for the current quarter from a loss of 24 cents per share to a loss of 35 cents in that period.Given the way analysts feel about Sorrento Therapeutics right now, this huge implied volatility could mean there’s a trade developing. Often times, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options? Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for the NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.09918000000000002,0.16173157894736845
2019-04-10,https://finance.yahoo.com/news/options-traders-know-something-gogo-124012131.html,Do Options Traders Know Something About Gogo (GOGO) Stock We Don't?,0.0,"Investors in Gogo Inc. GOGO need to pay close attention to the stock based on moves in the options market lately. That is because the Apr 18, 2019 $4.00 Call had some of the highest implied volatility of all equity options today.What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell-off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for Gogo shares, but what is the fundamental picture for the company? Currently, Gogo is a Zacks Rank #2 (Buy) in the Wireless National industry that ranks in the Bottom 35% of our Zacks Industry Rank. Over the last 60 days, two analysts have increased their earnings estimates for the current quarter, while none have dropped their estimates. The net effect has taken our Zacks Consensus Estimate for the current quarter from a loss of 73 cents per share to a loss of 58 cents in that period.Given the way analysts feel about Gogo right now, this huge implied volatility could mean there’s a trade developing. Oftentimes, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options?Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for the NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.11643076923076924,0.18228235294117645
2019-04-10,https://finance.yahoo.com/news/options-traders-betting-big-move-124812707.html,Are Options Traders Betting on a Big Move in Applied Materials (AMAT) Stock?,0.0,"Investors in Applied Materials, Inc. AMAT need to pay close attention to the stock based on moves in the options market lately. That is because the Apr 18, 2019 $30.00 Put had some of the highest implied volatility of all equity options today. What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for Applied Materials shares, but what is the fundamental picture for the company? Currently, Applied Materials is a Zacks Rank #4 (Sell) in the Semiconductor Equipment – Wafer Fabrication industry that ranks in the Bottom 22% of our Zacks Industry Rank. Over the last 60 days, no analysts have increased their earnings estimates for the current quarter, while eight have revised their estimates downward. The net effect has taken our Zacks Consensus Estimate for the current quarter from 80 cents per share to 66 cents in that period.Given the way analysts feel about Applied Materials right now, this huge implied volatility could mean there’s a trade developing. Often times, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options? Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for the NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.12111333333333334,0.18899444444444446
2019-03-13,https://finance.yahoo.com/news/options-traders-know-something-carvana-125412039.html,Do Options Traders Know Something About Carvana (CVNA) Stock We Don't?,0.0,"Investors in Carvana Co. CVNA need to pay close attention to the stock based on moves in the options market lately. That is because the Mar 15, 2019 $40.00 Call had some of the highest implied volatility of all equity options today.What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell-off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for Carvana shares, but what is the fundamental picture for the company? Currently, Carvana is a Zacks Rank #4 (Sell) in the Internet - Commerce industry that ranks in the Bottom 25% of our Zacks Industry Rank. Over the last 30 days, one analyst has increased the earnings estimates for the current quarter, while five have dropped their estimates. The net effect has taken our Zacks Consensus Estimate for the current quarter from a loss of 39 cents per share to a loss of 49 cents in that period.Given the way analysts feel about Carvana right now, this huge implied volatility could mean there’s a trade developing. Oftentimes, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options?Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for the NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.11643076923076924,0.18228235294117645
2019-03-14,https://finance.yahoo.com/news/options-traders-betting-big-move-124312192.html,Are Options Traders Betting on a Big Move in Apple (AAPL) Stock?,0.0,"Investors in Apple Inc. AAPL need to pay close attention to the stock based on moves in the options market lately. That is because the Mar 15, 2019 $150.00 Call had some of the highest implied volatility of all equity options today. What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for Apple shares, but what is the fundamental picture for the company? Currently, Apple is a Zacks Rank #3 (Hold) in the Computer – Mini Computers industry that ranks in the Top 19% of our Zacks Industry Rank. Over the last 60 days, one analyst has increased the earnings estimates for the current quarter, while nine have revised their estimates downward. The net effect has taken our Zacks Consensus Estimate for the current quarter from $2.67 per share to $2.38 in that period.Given the way analysts feel about Apple right now, this huge implied volatility could mean there’s a trade developing. Often times, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options? Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for the NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.15453333333333333,0.2054315789473684
2019-03-18,https://finance.yahoo.com/news/options-traders-expect-huge-moves-125012168.html,Options Traders Expect Huge Moves in Laredo Petroleum (LPI) Stock,0.3182,"Investors in Laredo Petroleum, Inc. LPI need to pay close attention to the stock based on moves in the options market lately. That is because the Apr 18, 2019 $7.00 Call had some of the highest implied volatility of all equity options today.What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for Laredo Petroleum shares, but what is the fundamental picture for the company? Currently, Laredo Petroleum is a Zacks Rank #3 (Hold) in the Oil and Gas - Exploration and Production - United States that ranks in the Bottom 35% of our Zacks Industry Rank. Over the last 30 days, no analysts have increased their earnings estimates for the current quarter, while one analyst has revised the estimates downward. The net effect has taken our Zacks Consensus Estimate for the current quarter from 13 cents per share to 9 cents in that period.Given the way analysts feel about Laredo Petroleum right now, this huge implied volatility could mean there’s a trade developing. Often times, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options?Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.1782923076923077,0.2645
2019-03-19,https://finance.yahoo.com/news/implied-volatility-surging-coty-coty-124212067.html,Implied Volatility Surging for Coty (COTY) Stock Options,0.0,"Investors in Coty Inc. COTY need to pay close attention to the stock based on moves in the options market lately. That is because the Mar 22, 2019 $16.00 Put had some of the highest implied volatility of all equity options today.What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell-off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for Coty shares, but what is the fundamental picture for the company? Currently, Coty is a Zacks Rank #3 (Hold) in the Cosmetics industry that ranks in the Top 39% of our Zacks Industry Rank. Over the last 60 days, no analysts have increased their earnings estimates for the current quarter, while four have dropped their estimates. The net effect has taken our Zacks Consensus Estimate for the current quarter from 14 cents per share to 13 cents in that period.Given the way analysts feel about Coty right now, this huge implied volatility could mean there’s a trade developing. Oftentimes, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options?Each week, our very own Dave Bartosiak gives his top options trades. Check out his recent live analysis and options trade for the NFLX earnings report completely free. See it here: Bartosiak: Trading Netflix's (NFLX) Earnings with Options or check out the embedded video below for more details:",0.14986153846153846,0.22083750000000002
